"climate_worry","age","gender","income","right_orientation","region","happiness","life_satisfaction","year","expo","years_education"
3,24,TRUE,10,1,"Baranya",8,7,"2",-0.386952042579651,18
4,47,FALSE,10,7,"Budapest",8,8,"2",-0.327294921875,16
3,37,FALSE,1,8,"Budapest",7,7,"2",-0.327294921875,13
3,80,FALSE,9,6,"Borsod-Abaúj-Zemplén",5,5,"2",-0.327294921875,10
3,56,TRUE,7,5,"Békés",8,7,"2",-0.367066335678101,14
2,65,FALSE,5,3,"Budapest",4,3,"2",-0.367066335678101,10
3,46,FALSE,6,6,"Hajdú-Bihar",7,6,"2",-0.317352068424225,13
4,23,FALSE,8,6,"Vas",7,7,"2",-0.367066335678101,13
2,69,FALSE,1,7,"Bács-Kiskun",2,10,"2",-0.337237775325775,10
3,36,TRUE,9,5,"Borsod-Abaúj-Zemplén",8,8,"2",-0.327294921875,16
5,61,FALSE,7,7,"Pest",5,5,"2",-0.337237775325775,11
4,35,FALSE,7,3,"Budapest",7,8,"2",-0.367066335678101,11
3,37,FALSE,6,7,"Békés",7,7,"2",-0.377009189128876,11
4,37,FALSE,7,3,"Pest",5,6,"2",-0.337237775325775,11
4,40,FALSE,10,10,"Komárom-Esztergom",8,8,"2",-0.386952042579651,16
4,67,FALSE,1,5,"Szabolcs-Szatmár-Bereg",4,4,"2",-0.367066335678101,13
4,72,FALSE,1,2,"Vas",7,8,"2",-0.297466361522675,11
4,47,FALSE,9,8,"Győr-Moson-Sopron",4,9,"2",-0.367066335678101,13
2,42,FALSE,3,7,"Baranya",7,7,"2",-0.30740921497345,11
3,78,FALSE,1,5,"Szabolcs-Szatmár-Bereg",4,5,"2",-0.386952042579651,10
2,54,TRUE,2,8,"Baranya",10,10,"2",-0.287523508071899,11
4,52,FALSE,7,8,"Budapest",8,9,"2",-0.30740921497345,11
4,69,FALSE,1,7,"Szabolcs-Szatmár-Bereg",10,7,"2",-0.317352068424225,10
2,78,FALSE,6,7,"Budapest",7,7,"2",-0.297466361522675,18
2,26,FALSE,6,7,"Hajdú-Bihar",8,7,"2",-0.30740921497345,13
3,43,FALSE,5,5,"Budapest",10,10,"2",-0.30740921497345,13
4,69,FALSE,3,4,"Somogy",1,9,"2",-0.317352068424225,10
3,35,FALSE,10,0,"Budapest",7,5,"2",-0.337237775325775,15
3,66,TRUE,7,6,"Pest",6,8,"2",-0.30740921497345,11
4,68,TRUE,4,5,"Győr-Moson-Sopron",6,6,"2",-0.317352068424225,15
3,36,TRUE,6,5,"Fejér",9,8,"2",-0.317352068424225,10
5,64,FALSE,6,7,"Veszprém",8,6,"2",-0.327294921875,11
3,36,FALSE,1,3,"Hajdú-Bihar",5,5,"2",-0.337237775325775,10
3,63,TRUE,1,5,"Baranya",7,5,"2",-0.367066335678101,11
3,48,FALSE,8,7,"Hajdú-Bihar",5,5,"2",-0.327294921875,11
3,57,FALSE,3,2,"Pest",6,8,"2",-0.357123482227325,11
4,63,FALSE,10,8,"Pest",10,9,"2",-0.297466361522675,16
2,86,TRUE,7,5,"Hajdú-Bihar",6,7,"2",-0.327294921875,10
2,67,FALSE,1,6,"Hajdú-Bihar",5,5,"2",-0.337237775325775,11
4,47,FALSE,2,7,"Fejér",5,5,"2",-0.317352068424225,10
5,47,FALSE,6,8,"Győr-Moson-Sopron",6,8,"2",-0.297466361522675,11
4,77,TRUE,4,5,"Hajdú-Bihar",7,7,"2",-0.377009189128876,11
3,47,TRUE,5,5,"Fejér",8,8,"2",-0.367066335678101,13
4,41,FALSE,6,8,"Borsod-Abaúj-Zemplén",8,6,"2",-0.30740921497345,13
3,62,FALSE,1,7,"Bács-Kiskun",6,7,"2",-0.30740921497345,11
3,22,TRUE,6,4,"Budapest",8,7,"2",-0.357123482227325,14
3,86,TRUE,1,7,"Zala",7,7,"2",-0.317352068424225,18
4,36,FALSE,10,5,"Veszprém",8,8,"2",-0.337237775325775,18
4,22,FALSE,8,5,"Vas",5,8,"2",-0.337237775325775,11
1,46,FALSE,9,7,"Pest",4,6,"2",-0.357123482227325,16
2,48,FALSE,6,6,"Pest",6,5,"2",-0.327294921875,11
3,55,FALSE,8,4,"Borsod-Abaúj-Zemplén",8,8,"2",-0.327294921875,13
3,61,TRUE,9,7,"Pest",8,9,"2",-0.317352068424225,11
3,18,TRUE,4,9,"Fejér",7,7,"2",0.378647673130035,10
3,39,TRUE,3,3,"Zala",2,1,"2",-0.386952042579651,11
3,18,FALSE,6,5,"Győr-Moson-Sopron",6,3,"2",0.488019061088562,10
2,72,TRUE,2,3,"Budapest",9,8,"2",-0.34718062877655,11
3,68,FALSE,2,7,"Békés",10,10,"2",-0.287523508071899,10
4,29,FALSE,4,7,"Budapest",9,10,"2",-0.287523508071899,11
3,73,TRUE,7,2,"Szabolcs-Szatmár-Bereg",7,9,"2",-0.367066335678101,11
3,74,FALSE,4,5,"Csongrád",8,8,"2",-0.337237775325775,13
4,17,TRUE,8,0,"Baranya",8,9,"2",-0.377009189128876,10
4,28,TRUE,5,2,"Jász-Nagykun-Szolnok",2,2,"2",-0.357123482227325,13
4,21,TRUE,8,5,"Fejér",9,8,"2",-0.34718062877655,10
4,28,TRUE,7,8,"Jász-Nagykun-Szolnok",6,7,"2",-0.30740921497345,11
3,50,FALSE,7,6,"Borsod-Abaúj-Zemplén",10,10,"2",-0.357123482227325,13
4,65,FALSE,7,3,"Pest",6,4,"2",-0.34718062877655,11
4,52,FALSE,8,8,"Zala",10,10,"2",-0.377009189128876,18
3,71,FALSE,10,7,"Budapest",7,8,"2",-0.317352068424225,13
5,21,FALSE,8,5,"Jász-Nagykun-Szolnok",7,7,"2",-0.317352068424225,13
3,56,TRUE,10,6,"Budapest",8,8,"2",-0.317352068424225,18
4,63,FALSE,1,5,"Pest",3,3,"2",-0.34718062877655,10
3,46,TRUE,3,3,"Bács-Kiskun",6,7,"2",-0.377009189128876,11
3,24,FALSE,7,6,"Budapest",8,6,"2",-0.30740921497345,13
4,61,TRUE,7,10,"Veszprém",7,7,"2",0.378647673130035,13
5,63,FALSE,7,0,"Pest",8,8,"2",-0.377009189128876,13
4,46,FALSE,4,2,"Pest",8,7,"2",-0.367066335678101,13
4,26,TRUE,2,5,"Zala",3,2,"2",-0.377009189128876,10
3,77,FALSE,1,5,"Borsod-Abaúj-Zemplén",0,7,"2",-0.287523508071899,10
3,61,FALSE,7,7,"Pest",9,8,"2",-0.297466361522675,11
4,48,FALSE,6,5,"Borsod-Abaúj-Zemplén",6,5,"2",-0.337237775325775,13
4,65,TRUE,7,2,"Veszprém",8,7,"2",-0.377009189128876,11
3,21,TRUE,4,7,"Jász-Nagykun-Szolnok",8,5,"2",-0.317352068424225,10
3,56,TRUE,4,0,"Pest",7,8,"2",-0.386952042579651,13
3,65,FALSE,3,8,"Pest",6,5,"2",-0.327294921875,10
4,78,TRUE,1,5,"Vas",7,10,"2",-0.377009189128876,11
3,29,FALSE,1,5,"Baranya",7,6,"2",-0.34718062877655,11
3,85,FALSE,3,5,"Csongrád",8,5,"2",-0.327294921875,10
4,33,FALSE,9,5,"Pest",6,5,"2",-0.367066335678101,10
4,38,FALSE,1,4,"Békés",9,5,"2",-0.357123482227325,10
4,32,FALSE,4,10,"Pest",8,0,"2",-0.377009189128876,11
2,23,TRUE,4,5,"Csongrád",8,8,"2",-0.377009189128876,13
3,42,FALSE,6,8,"Pest",8,8,"2",-0.30740921497345,13
4,40,TRUE,8,4,"Borsod-Abaúj-Zemplén",5,3,"2",-0.386952042579651,15
4,69,FALSE,2,8,"Békés",5,5,"2",-0.317352068424225,13
3,17,TRUE,10,8,"Veszprém",10,9,"2",-0.327294921875,10
4,51,FALSE,10,1,"Pest",9,9,"2",-0.367066335678101,11
3,47,FALSE,5,5,"Jász-Nagykun-Szolnok",5,5,"2",-0.337237775325775,11
4,37,TRUE,4,9,"Borsod-Abaúj-Zemplén",8,5,"2",-0.30740921497345,11
3,71,FALSE,4,7,"Hajdú-Bihar",8,7,"2",-0.317352068424225,11
3,43,FALSE,5,10,"Pest",9,10,"2",-0.287523508071899,13
4,54,FALSE,8,5,"Budapest",8,5,"2",-0.34718062877655,14
4,36,FALSE,8,1,"Pest",9,9,"2",-0.317352068424225,16
3,83,FALSE,1,10,"Baranya",10,7,"2",-0.287523508071899,13
5,21,FALSE,5,9,"Bács-Kiskun",8,7,"2",-0.337237775325775,13
4,36,TRUE,5,6,"Veszprém",8,8,"2",-0.34718062877655,11
4,36,FALSE,8,5,"Borsod-Abaúj-Zemplén",6,6,"2",-0.327294921875,18
3,54,FALSE,6,4,"Veszprém",9,8,"2",-0.327294921875,11
3,37,FALSE,7,6,"Borsod-Abaúj-Zemplén",8,8,"2",-0.327294921875,11
3,38,TRUE,8,6,"Szabolcs-Szatmár-Bereg",8,8,"2",-0.317352068424225,11
3,68,FALSE,9,5,"Pest",8,7,"2",-0.367066335678101,13
3,15,TRUE,7,7,"Borsod-Abaúj-Zemplén",9,9,"2",0.488019061088562,10
2,66,FALSE,2,5,"Baranya",3,3,"2",-0.357123482227325,10
5,47,TRUE,8,7,"Győr-Moson-Sopron",8,7,"2",-0.30740921497345,11
1,41,FALSE,7,8,"Vas",10,10,"2",-0.287523508071899,13
3,31,FALSE,7,6,"Pest",7,7,"2",-0.327294921875,13
4,71,FALSE,4,8,"Budapest",6,7,"2",-0.357123482227325,16
3,22,FALSE,4,5,"Jász-Nagykun-Szolnok",7,9,"2",-0.337237775325775,13
3,22,FALSE,5,5,"Szabolcs-Szatmár-Bereg",7,8,"2",-0.357123482227325,16
4,72,TRUE,7,10,"Pest",7,2,"2",-0.386952042579651,11
4,66,TRUE,9,5,"Veszprém",8,8,"2",-0.317352068424225,18
2,77,FALSE,7,8,"Budapest",7,7,"2",-0.337237775325775,13
3,85,FALSE,5,4,"Zala",10,8,"2",-0.30740921497345,10
3,46,FALSE,8,7,"Pest",10,8,"2",-0.297466361522675,13
4,52,FALSE,6,5,"Bács-Kiskun",8,8,"2",-0.327294921875,10
3,75,TRUE,2,8,"Szabolcs-Szatmár-Bereg",10,7,"2",-0.357123482227325,11
3,72,TRUE,4,10,"Fejér",10,10,"2",-0.30740921497345,11
3,63,FALSE,6,5,"Csongrád",7,7,"2",-0.34718062877655,11
4,29,FALSE,7,5,"Győr-Moson-Sopron",5,6,"2",-0.34718062877655,13
5,26,FALSE,6,5,"Zala",3,4,"2",-0.337237775325775,13
3,17,TRUE,8,8,"Győr-Moson-Sopron",7,9,"2",-0.297466361522675,10
4,26,FALSE,6,5,"Pest",10,0,"2",-0.386952042579651,11
3,67,FALSE,3,8,"Somogy",0,5,"2",-0.34718062877655,10
3,33,FALSE,2,5,"Hajdú-Bihar",7,8,"2",0.378647673130035,13
4,42,TRUE,5,6,"Budapest",9,10,"2",-0.30740921497345,11
3,73,FALSE,4,9,"Pest",7,7,"2",-0.386952042579651,10
4,65,TRUE,5,5,"Borsod-Abaúj-Zemplén",0,5,"2",-0.386952042579651,13
3,61,TRUE,1,7,"Budapest",3,4,"2",-0.327294921875,11
4,67,FALSE,4,8,"Zala",8,7,"2",-0.317352068424225,11
3,42,TRUE,9,7,"Borsod-Abaúj-Zemplén",8,8,"2",-0.337237775325775,13
4,83,FALSE,4,9,"Jász-Nagykun-Szolnok",5,5,"2",-0.317352068424225,10
4,70,TRUE,2,5,"Vas",7,7,"2",-0.357123482227325,11
3,79,FALSE,1,7,"Bács-Kiskun",10,10,"2",-0.287523508071899,10
3,37,FALSE,7,5,"Pest",7,8,"2",-0.30740921497345,13
4,39,FALSE,5,8,"Jász-Nagykun-Szolnok",6,8,"2",-0.30740921497345,15
4,87,FALSE,3,6,"Borsod-Abaúj-Zemplén",8,7,"2",-0.367066335678101,8
3,54,TRUE,6,5,"Somogy",8,8,"2",-0.386952042579651,13
2,42,TRUE,5,7,"Fejér",7,7,"2",-0.317352068424225,13
5,65,FALSE,8,8,"Győr-Moson-Sopron",8,6,"2",-0.317352068424225,16
3,81,FALSE,1,9,"Tolna",8,7,"2",-0.317352068424225,10
3,76,FALSE,1,6,"Jász-Nagykun-Szolnok",6,7,"2",-0.327294921875,10
4,47,FALSE,10,10,"Fejér",8,8,"2",-0.30740921497345,15
3,24,FALSE,6,8,"Tolna",8,8,"2",-0.34718062877655,18
3,18,FALSE,6,6,"Pest",8,5,"2",-0.327294921875,10
3,23,FALSE,7,6,"Pest",5,7,"2",-0.327294921875,13
3,51,FALSE,5,8,"Bács-Kiskun",8,8,"2",-0.30740921497345,13
1,26,TRUE,9,10,"Budapest",8,9,"2",0.378647673130035,13
1,55,FALSE,10,6,"Budapest",10,6,"2",-0.337237775325775,11
4,31,FALSE,10,1,"Pest",8,7,"2",-0.367066335678101,16
5,46,FALSE,10,4,"Komárom-Esztergom",8,8,"2",-0.386952042579651,13
3,61,FALSE,9,7,"Vas",7,8,"2",-0.30740921497345,13
3,61,TRUE,1,6,"Somogy",2,0,"2",-0.357123482227325,8
4,34,FALSE,5,4,"Budapest",10,5,"2",-0.297466361522675,11
4,44,FALSE,8,9,"Pest",6,7,"2",-0.34718062877655,15
3,34,FALSE,3,8,"Budapest",8,8,"2",-0.30740921497345,16
2,43,FALSE,8,9,"Pest",9,10,"2",-0.297466361522675,13
4,47,FALSE,10,5,"Somogy",10,9,"2",-0.317352068424225,15
5,35,FALSE,8,5,"Pest",3,5,"2",-0.337237775325775,16
3,16,FALSE,7,7,"Szabolcs-Szatmár-Bereg",10,10,"2",-0.317352068424225,10
3,22,TRUE,3,5,"Bács-Kiskun",6,2,"2",-0.357123482227325,10
4,41,FALSE,10,4,"Pest",3,4,"2",-0.367066335678101,13
3,81,FALSE,2,8,"Zala",8,7,"2",-0.327294921875,10
3,59,TRUE,5,7,"Borsod-Abaúj-Zemplén",7,5,"2",-0.337237775325775,11
4,65,FALSE,4,5,"Budapest",6,5,"2",-0.337237775325775,10
5,44,FALSE,5,5,"Baranya",8,8,"2",-0.386952042579651,16
3,47,TRUE,1,5,"Pest",8,5,"2",-0.337237775325775,11
4,64,TRUE,2,9,"Pest",8,10,"2",-0.297466361522675,18
5,68,TRUE,5,8,"Somogy",7,7,"2",-0.367066335678101,13
2,70,FALSE,1,5,"Borsod-Abaúj-Zemplén",10,1,"2",-0.386952042579651,10
4,22,TRUE,8,9,"Jász-Nagykun-Szolnok",5,8,"2",-0.317352068424225,13
3,48,TRUE,9,6,"Borsod-Abaúj-Zemplén",7,7,"2",-0.317352068424225,13
3,67,TRUE,8,5,"Veszprém",7,7,"2",-0.367066335678101,18
3,84,FALSE,1,5,"Békés",5,5,"2",-0.327294921875,11
3,38,FALSE,8,5,"Győr-Moson-Sopron",7,6,"2",-0.317352068424225,13
3,46,TRUE,3,6,"Hajdú-Bihar",8,8,"2",-0.317352068424225,11
4,71,TRUE,3,5,"Bács-Kiskun",8,6,"2",-0.327294921875,13
3,16,FALSE,6,5,"Borsod-Abaúj-Zemplén",8,8,"2",-0.357123482227325,10
5,75,FALSE,5,8,"Budapest",6,8,"2",-0.30740921497345,10
3,35,TRUE,2,7,"Budapest",9,9,"2",-0.30740921497345,16
4,56,FALSE,7,4,"Baranya",6,5,"2",-0.367066335678101,14
3,15,FALSE,7,9,"Komárom-Esztergom",9,8,"2",0.488019061088562,10
3,21,FALSE,7,6,"Pest",9,6,"2",-0.337237775325775,13
3,61,FALSE,6,4,"Hajdú-Bihar",7,7,"2",-0.34718062877655,18
4,41,FALSE,5,5,"Pest",10,10,"2",-0.287523508071899,13
3,27,FALSE,5,6,"Budapest",7,7,"2",-0.327294921875,13
3,43,TRUE,8,8,"Csongrád",8,8,"2",-0.367066335678101,13
3,43,FALSE,8,5,"Szabolcs-Szatmár-Bereg",5,10,"2",-0.327294921875,11
3,29,TRUE,5,6,"Borsod-Abaúj-Zemplén",6,7,"2",-0.337237775325775,13
4,29,FALSE,5,5,"Budapest",10,10,"2",-0.317352068424225,13
3,66,TRUE,6,3,"Budapest",7,7,"2",-0.30740921497345,11
3,68,TRUE,3,7,"Borsod-Abaúj-Zemplén",5,3,"2",-0.327294921875,13
3,52,FALSE,1,2,"Vas",5,8,"2",-0.337237775325775,13
3,19,TRUE,3,9,"Tolna",8,8,"2",-0.30740921497345,13
2,21,TRUE,1,5,"Borsod-Abaúj-Zemplén",10,7,"2",-0.327294921875,10
4,46,TRUE,4,5,"Zala",6,5,"2",-0.367066335678101,11
3,36,TRUE,6,1,"Pest",8,9,"2",-0.367066335678101,16
4,47,FALSE,5,5,"Jász-Nagykun-Szolnok",5,4,"2",-0.337237775325775,11
4,68,FALSE,2,6,"Budapest",6,4,"2",-0.34718062877655,18
3,68,FALSE,6,5,"Baranya",10,10,"2",0.378647673130035,11
4,39,TRUE,10,7,"Vas",9,6,"2",-0.317352068424225,16
3,23,FALSE,4,9,"Pest",6,8,"2",-0.317352068424225,13
2,33,FALSE,1,4,"Szabolcs-Szatmár-Bereg",9,9,"2",-0.357123482227325,10
3,28,FALSE,2,6,"Győr-Moson-Sopron",10,10,"2",-0.317352068424225,16
3,63,TRUE,1,10,"Szabolcs-Szatmár-Bereg",5,6,"2",-0.297466361522675,13
4,32,TRUE,10,10,"Pest",9,9,"2",-0.297466361522675,11
3,60,FALSE,7,8,"Baranya",7,8,"2",-0.327294921875,13
2,44,TRUE,8,5,"Fejér",7,9,"2",-0.377009189128876,14
4,30,FALSE,10,5,"Békés",8,7,"2",-0.337237775325775,16
3,67,TRUE,2,5,"Borsod-Abaúj-Zemplén",5,8,"2",-0.30740921497345,11
4,61,FALSE,2,6,"Somogy",5,3,"2",-0.357123482227325,13
3,56,FALSE,1,5,"Szabolcs-Szatmár-Bereg",8,7,"2",0.378647673130035,13
4,49,TRUE,7,5,"Zala",8,7,"2",-0.386952042579651,10
2,79,TRUE,2,7,"Bács-Kiskun",6,7,"2",-0.317352068424225,11
3,61,TRUE,10,7,"Budapest",8,10,"2",-0.287523508071899,16
5,32,FALSE,8,0,"Pest",8,8,"2",-0.367066335678101,13
4,63,FALSE,4,3,"Vas",8,7,"2",-0.34718062877655,13
4,58,TRUE,3,6,"Zala",4,6,"2",-0.357123482227325,11
3,71,FALSE,3,8,"Tolna",6,6,"2",-0.30740921497345,10
4,58,TRUE,7,7,"Jász-Nagykun-Szolnok",6,7,"2",-0.327294921875,18
4,26,FALSE,5,5,"Szabolcs-Szatmár-Bereg",9,10,"2",-0.337237775325775,13
2,59,TRUE,7,7,"Borsod-Abaúj-Zemplén",6,6,"2",-0.327294921875,11
3,29,FALSE,5,5,"Budapest",10,10,"2",-0.317352068424225,13
3,45,TRUE,8,5,"Fejér",8,8,"2",-0.357123482227325,11
5,52,FALSE,6,7,"Budapest",7,5,"2",-0.30740921497345,11
3,60,TRUE,5,6,"Csongrád",8,6,"2",-0.367066335678101,11
4,90,TRUE,5,6,"Zala",7,6,"2",-0.327294921875,10
3,31,FALSE,4,2,"Pest",9,7,"2",-0.377009189128876,13
4,64,FALSE,1,10,"Borsod-Abaúj-Zemplén",6,9,"2",-0.287523508071899,11
3,48,FALSE,6,8,"Pest",9,7,"2",-0.30740921497345,13
2,18,TRUE,6,5,"Szabolcs-Szatmár-Bereg",8,6,"2",0.488019061088562,10
3,60,FALSE,7,7,"Budapest",10,9,"2",-0.297466361522675,13
4,33,FALSE,9,4,"Pest",6,5,"2",-0.367066335678101,13
4,38,FALSE,9,5,"Fejér",8,8,"2",-0.337237775325775,13
5,82,TRUE,5,9,"Jász-Nagykun-Szolnok",5,6,"2",-0.30740921497345,11
3,48,FALSE,5,7,"Bács-Kiskun",2,8,"2",0.488019061088562,13
4,41,FALSE,10,5,"Szabolcs-Szatmár-Bereg",8,8,"2",-0.337237775325775,13
4,33,FALSE,10,1,"Budapest",8,8,"2",-0.30740921497345,16
4,41,FALSE,4,0,"Pest",9,3,"2",-0.357123482227325,11
3,67,TRUE,1,5,"Zala",5,2,"2",-0.386952042579651,10
2,83,FALSE,1,10,"Borsod-Abaúj-Zemplén",10,8,"2",-0.287523508071899,8
3,22,FALSE,4,8,"Bács-Kiskun",7,8,"2",-0.367066335678101,13
4,81,TRUE,6,5,"Győr-Moson-Sopron",6,7,"2",-0.337237775325775,10
4,43,TRUE,6,5,"Heves",8,8,"2",-0.377009189128876,11
3,33,TRUE,2,5,"Borsod-Abaúj-Zemplén",1,8,"2",-0.337237775325775,11
4,68,FALSE,3,2,"Pest",2,2,"2",-0.377009189128876,14
2,46,FALSE,3,8,"Budapest",8,10,"2",-0.287523508071899,13
4,73,FALSE,1,5,"Baranya",5,5,"2",-0.377009189128876,13
3,78,FALSE,3,9,"Veszprém",7,7,"2",-0.317352068424225,11
5,29,FALSE,4,0,"Pest",6,5,"2",-0.34718062877655,13
4,70,FALSE,5,6,"Jász-Nagykun-Szolnok",3,6,"2",-0.317352068424225,13
4,30,FALSE,9,5,"Békés",8,7,"2",-0.317352068424225,13
3,79,TRUE,2,3,"Szabolcs-Szatmár-Bereg",10,3,"2",-0.386952042579651,10
3,47,FALSE,4,8,"Bács-Kiskun",5,8,"2",-0.30740921497345,13
4,73,FALSE,2,2,"Vas",7,6,"2",-0.317352068424225,11
4,72,FALSE,2,8,"Pest",4,3,"2",-0.34718062877655,10
4,27,FALSE,5,5,"Pest",6,5,"2",-0.367066335678101,16
4,23,TRUE,6,7,"Tolna",10,8,"2",-0.317352068424225,14
4,49,FALSE,8,5,"Veszprém",7,7,"2",-0.367066335678101,11
3,35,TRUE,1,5,"Szabolcs-Szatmár-Bereg",4,5,"2",-0.357123482227325,10
1,71,TRUE,9,0,"Budapest",8,8,"2",-0.377009189128876,16
3,72,FALSE,6,8,"Csongrád",8,8,"2",-0.367066335678101,18
3,58,FALSE,2,5,"Borsod-Abaúj-Zemplén",7,7,"2",-0.337237775325775,11
4,67,FALSE,6,8,"Veszprém",8,8,"2",-0.357123482227325,11
4,72,FALSE,2,9,"Pest",3,2,"2",0.488019061088562,10
4,40,FALSE,2,2,"Hajdú-Bihar",9,5,"2",-0.377009189128876,10
3,85,FALSE,1,9,"Somogy",5,6,"2",-0.34718062877655,10
4,90,TRUE,1,0,"Győr-Moson-Sopron",3,3,"2",-0.386952042579651,10
3,44,FALSE,9,3,"Pest",8,7,"2",-0.337237775325775,13
3,48,TRUE,6,8,"Budapest",7,8,"2",-0.317352068424225,13
3,72,FALSE,3,6,"Hajdú-Bihar",6,8,"2",-0.327294921875,11
4,76,FALSE,8,5,"Budapest",7,6,"2",-0.337237775325775,10
2,62,FALSE,6,7,"Fejér",8,5,"2",-0.357123482227325,13
3,45,TRUE,6,5,"Jász-Nagykun-Szolnok",7,7,"2",-0.327294921875,13
1,60,FALSE,4,0,"Pest",8,8,"2",-0.377009189128876,16
3,24,FALSE,2,3,"Békés",7,7,"2",0.488019061088562,10
5,29,FALSE,6,10,"Budapest",10,10,"2",-0.287523508071899,16
3,50,TRUE,9,3,"Budapest",8,8,"2",-0.367066335678101,11
5,71,FALSE,7,3,"Zala",4,3,"2",-0.386952042579651,13
3,34,FALSE,5,5,"Budapest",10,10,"2",-0.30740921497345,11
4,68,TRUE,2,8,"Budapest",8,8,"2",-0.327294921875,11
4,58,FALSE,8,9,"Budapest",8,8,"2",-0.30740921497345,16
3,45,TRUE,7,8,"Budapest",8,9,"2",-0.30740921497345,11
3,51,TRUE,6,6,"Bács-Kiskun",8,5,"2",-0.317352068424225,11
4,42,FALSE,10,7,"Győr-Moson-Sopron",8,8,"2",-0.317352068424225,13
2,70,FALSE,5,9,"Budapest",9,10,"2",-0.30740921497345,16
3,37,FALSE,9,6,"Szabolcs-Szatmár-Bereg",8,8,"2",-0.337237775325775,16
2,27,TRUE,2,5,"Fejér",7,7,"2",-0.34718062877655,16
3,62,FALSE,4,8,"Bács-Kiskun",6,6,"2",-0.297466361522675,11
3,19,FALSE,4,5,"Zala",5,5,"2",-0.357123482227325,13
5,67,TRUE,10,10,"Vas",10,10,"2",-0.287523508071899,16
3,62,FALSE,3,7,"Békés",5,5,"2",-0.327294921875,13
3,45,FALSE,7,8,"Budapest",8,10,"2",-0.317352068424225,11
3,42,FALSE,6,5,"Pest",4,5,"2",-0.327294921875,13
3,37,FALSE,4,6,"Jász-Nagykun-Szolnok",6,5,"2",-0.34718062877655,14
4,75,FALSE,4,8,"Pest",4,5,"2",-0.34718062877655,10
3,53,TRUE,1,6,"Pest",8,5,"2",-0.34718062877655,11
4,41,FALSE,9,9,"Nógrád",6,6,"2",-0.287523508071899,10
3,66,TRUE,10,8,"Vas",8,9,"2",-0.30740921497345,16
3,67,TRUE,7,7,"Pest",9,8,"2",-0.297466361522675,11
2,50,TRUE,1,10,"Borsod-Abaúj-Zemplén",2,5,"2",-0.287523508071899,14
3,52,FALSE,7,5,"Budapest",7,6,"2",-0.327294921875,13
4,43,FALSE,8,9,"Budapest",8,6,"2",-0.367066335678101,13
3,16,FALSE,6,8,"Győr-Moson-Sopron",10,9,"2",0.488019061088562,10
3,54,TRUE,1,8,"Győr-Moson-Sopron",6,7,"2",-0.34718062877655,10
3,41,FALSE,6,5,"Pest",7,6,"2",-0.297466361522675,13
3,67,FALSE,1,2,"Somogy",4,2,"2",-0.377009189128876,10
4,39,TRUE,5,9,"Budapest",8,9,"2",-0.327294921875,13
3,78,TRUE,8,5,"Veszprém",8,6,"2",-0.317352068424225,11
3,72,FALSE,2,5,"Baranya",6,7,"2",-0.377009189128876,11
3,57,FALSE,2,8,"Csongrád",8,8,"2",-0.337237775325775,11
5,76,TRUE,2,5,"Hajdú-Bihar",6,1,"2",-0.377009189128876,11
4,33,FALSE,5,8,"Budapest",10,10,"2",-0.367066335678101,13
4,62,FALSE,3,2,"Borsod-Abaúj-Zemplén",3,2,"2",-0.377009189128876,13
3,24,FALSE,1,5,"Szabolcs-Szatmár-Bereg",7,6,"2",-0.337237775325775,11
4,47,FALSE,2,7,"Borsod-Abaúj-Zemplén",4,3,"2",-0.357123482227325,11
3,42,FALSE,8,7,"Vas",7,6,"2",-0.317352068424225,11
3,81,FALSE,4,6,"Győr-Moson-Sopron",8,7,"2",-0.30740921497345,11
4,58,TRUE,9,10,"Komárom-Esztergom",9,10,"2",-0.287523508071899,14
3,41,FALSE,5,7,"Budapest",9,10,"2",-0.337237775325775,13
3,53,FALSE,6,4,"Zala",4,5,"2",-0.34718062877655,13
3,18,FALSE,8,5,"Pest",7,9,"2",-0.297466361522675,13
3,47,TRUE,10,4,"Budapest",7,7,"2",-0.357123482227325,18
3,60,TRUE,3,6,"Borsod-Abaúj-Zemplén",8,4,"2",-0.327294921875,11
4,46,FALSE,10,9,"Csongrád",9,9,"2",-0.30740921497345,18
4,39,FALSE,4,3,"Jász-Nagykun-Szolnok",7,5,"2",0.488019061088562,18
3,34,TRUE,6,8,"Hajdú-Bihar",4,5,"2",-0.34718062877655,11
2,54,FALSE,1,5,"Bács-Kiskun",7,8,"2",-0.317352068424225,11
3,52,TRUE,5,5,"Győr-Moson-Sopron",3,4,"2",-0.337237775325775,13
5,42,TRUE,4,8,"Budapest",7,3,"2",-0.34718062877655,11
3,61,FALSE,10,5,"Borsod-Abaúj-Zemplén",7,5,"2",-0.377009189128876,16
3,53,FALSE,8,7,"Budapest",2,5,"2",-0.327294921875,16
4,82,FALSE,8,9,"Budapest",9,7,"2",-0.30740921497345,10
3,27,TRUE,3,7,"Szabolcs-Szatmár-Bereg",7,7,"2",-0.34718062877655,11
4,51,TRUE,6,7,"Győr-Moson-Sopron",8,6,"2",-0.317352068424225,11
3,21,FALSE,8,5,"Borsod-Abaúj-Zemplén",7,5,"2",-0.34718062877655,10
4,26,FALSE,8,5,"Komárom-Esztergom",7,7,"2",-0.357123482227325,11
4,45,FALSE,4,6,"Fejér",7,7,"2",-0.357123482227325,10
3,15,TRUE,3,6,"Győr-Moson-Sopron",9,8,"2",-0.386952042579651,10
