"climate_worry","age","gender","income","right_orientation","region","happiness","life_satisfaction","year","expo","years_education"
3,35,FALSE,10,6,"Nógrád",9,9,"1",-0.0870737671852112,13
4,43,TRUE,7,5,"Nógrád",7,7,"1",-0.081084680557251,13
3,28,TRUE,10,5,"Nógrád",7,7,"1",-0.0631174206733704,16
2,28,TRUE,4,5,"Fejér",8,6,"1",-0.0691065073013306,11
2,18,FALSE,3,5,"Fejér",8,6,"1",-0.0750955939292908,13
4,43,FALSE,8,8,"Fejér",8,8,"1",-0.0870737671852112,14
3,36,FALSE,5,5,"Békés",6,6,"1",-0.0691065073013306,13
1,67,FALSE,3,5,"Békés",5,4,"1",-0.0631174206733704,10
3,61,TRUE,2,8,"Békés",7,8,"1",-0.081084680557251,11
3,57,FALSE,1,5,"Fejér",6,6,"1",-0.0691065073013306,13
2,59,TRUE,9,3,"Fejér",8,8,"1",-0.0511392474174499,18
4,68,FALSE,1,5,"Fejér",5,5,"1",-0.0870737671852112,10
3,31,FALSE,9,5,"Fejér",7,5,"1",-0.081084680557251,16
3,76,TRUE,4,5,"Fejér",6,6,"1",-0.0870737671852112,11
3,65,TRUE,7,6,"Fejér",7,8,"1",-0.0750955939292908,13
4,28,FALSE,5,6,"Fejér",8,8,"1",-0.0691065073013306,16
2,17,TRUE,5,6,"Fejér",7,7,"1",-0.0631174206733704,10
3,39,TRUE,3,8,"Fejér",7,7,"1",-0.0571283340454102,11
3,47,FALSE,7,5,"Fejér",8,8,"1",-0.0631174206733704,16
2,22,TRUE,8,5,"Fejér",9,8,"1",-0.0870737671852112,13
3,18,FALSE,8,5,"Fejér",6,8,"1",-0.0691065073013306,13
4,40,FALSE,7,5,"Fejér",9,8,"1",-0.081084680557251,11
4,62,TRUE,3,5,"Borsod-Abaúj-Zemplén",10,5,"1",-0.0631174206733704,11
4,21,TRUE,5,10,"Borsod-Abaúj-Zemplén",9,9,"1",-0.0571283340454102,13
2,47,FALSE,4,5,"Borsod-Abaúj-Zemplén",10,8,"1",-0.0631174206733704,13
4,49,FALSE,5,6,"Vas",7,5,"1",-0.0750955939292908,11
2,28,TRUE,6,7,"Vas",7,8,"1",-0.0691065073013306,13
3,26,FALSE,1,6,"Vas",5,6,"1",-0.081084680557251,13
4,39,TRUE,6,5,"Borsod-Abaúj-Zemplén",3,5,"1",-0.0571283340454102,16
3,88,FALSE,6,5,"Baranya",9,8,"1",-0.0691065073013306,8
3,44,TRUE,5,1,"Baranya",7,8,"1",-0.0451501607894897,11
3,56,FALSE,8,5,"Baranya",8,5,"1",-0.0691065073013306,10
3,23,TRUE,8,7,"Baranya",7,8,"1",-0.0930628538131714,13
3,75,FALSE,1,5,"Baranya",9,9,"1",-0.0750955939292908,10
4,65,FALSE,2,8,"Somogy",7,8,"1",-0.0870737671852112,13
3,25,TRUE,8,9,"Somogy",7,6,"1",-0.0571283340454102,13
4,39,FALSE,4,5,"Somogy",6,7,"1",-0.506309831142426,16
3,57,TRUE,4,5,"Somogy",4,3,"1",-0.0631174206733704,11
4,48,FALSE,2,5,"Somogy",6,4,"1",-0.0451501607894897,10
3,30,TRUE,7,8,"Somogy",7,2,"1",-0.0511392474174499,13
4,36,TRUE,5,1,"Somogy",4,2,"1",-0.0451501607894897,11
3,62,FALSE,8,5,"Somogy",6,7,"1",-0.506309831142426,13
3,35,TRUE,9,7,"Győr-Moson-Sopron",7,7,"1",-0.0691065073013306,14
3,71,TRUE,5,5,"Fejér",7,5,"1",-0.0571283340454102,10
2,61,FALSE,4,6,"Fejér",6,8,"1",-0.0451501607894897,11
3,67,FALSE,5,3,"Fejér",7,7,"1",-0.0451501607894897,10
3,63,TRUE,4,5,"Fejér",7,4,"1",-0.0451501607894897,11
3,50,TRUE,8,7,"Fejér",6,6,"1",-0.0451501607894897,13
2,40,TRUE,5,5,"Bács-Kiskun",9,10,"1",-0.0750955939292908,13
3,61,FALSE,4,8,"Bács-Kiskun",7,5,"1",-0.081084680557251,11
4,73,FALSE,1,7,"Bács-Kiskun",5,7,"1",-0.0870737671852112,10
3,52,TRUE,1,7,"Bács-Kiskun",3,3,"1",-0.081084680557251,10
3,59,TRUE,1,6,"Bács-Kiskun",6,7,"1",-0.0750955939292908,13
4,39,FALSE,1,5,"Bács-Kiskun",8,5,"1",-0.0750955939292908,10
1,82,FALSE,1,7,"Bács-Kiskun",8,7,"1",-0.0870737671852112,10
4,75,TRUE,3,2,"Bács-Kiskun",7,6,"1",-0.0631174206733704,11
3,39,TRUE,1,7,"Szabolcs-Szatmár-Bereg",8,10,"1",-0.0571283340454102,10
3,63,TRUE,1,5,"Szabolcs-Szatmár-Bereg",10,7,"1",-0.572189784049988,10
1,28,TRUE,4,6,"Szabolcs-Szatmár-Bereg",9,8,"1",-0.572189784049988,10
2,50,TRUE,2,3,"Szabolcs-Szatmár-Bereg",7,4,"1",-0.0631174206733704,11
1,56,FALSE,3,7,"Szabolcs-Szatmár-Bereg",6,6,"1",-0.0750955939292908,13
3,48,FALSE,7,10,"Szabolcs-Szatmár-Bereg",10,9,"1",-0.0870737671852112,13
2,62,FALSE,4,5,"Szabolcs-Szatmár-Bereg",10,8,"1",-0.0691065073013306,10
3,36,FALSE,6,3,"Szabolcs-Szatmár-Bereg",8,8,"1",-0.0750955939292908,16
2,29,FALSE,2,10,"Szabolcs-Szatmár-Bereg",10,10,"1",-0.0750955939292908,10
3,48,TRUE,10,4,"Békés",10,10,"1",-0.081084680557251,16
3,31,TRUE,10,10,"Békés",9,8,"1",-0.081084680557251,16
4,52,TRUE,5,1,"Pest",7,7,"1",-0.0691065073013306,13
5,20,TRUE,7,10,"Pest",8,5,"1",-0.0691065073013306,13
4,15,FALSE,8,1,"Pest",3,2,"1",-0.0631174206733704,13
3,64,FALSE,3,7,"Csongrád",3,0,"1",-0.0750955939292908,11
3,62,TRUE,5,8,"Csongrád",7,3,"1",-0.0631174206733704,11
3,76,FALSE,6,8,"Csongrád",8,6,"1",-0.0631174206733704,10
4,68,TRUE,2,3,"Csongrád",5,7,"1",-0.0631174206733704,11
4,79,FALSE,6,2,"Csongrád",8,6,"1",-0.0451501607894897,10
4,63,FALSE,6,9,"Csongrád",7,7,"1",-0.0691065073013306,13
4,23,FALSE,2,5,"Csongrád",9,8,"1",-0.572189784049988,13
3,76,TRUE,5,3,"Csongrád",6,6,"1",-0.0511392474174499,11
4,72,FALSE,2,5,"Csongrád",6,7,"1",-0.0750955939292908,13
3,48,FALSE,3,5,"Csongrád",7,7,"1",-0.0750955939292908,14
3,60,TRUE,4,5,"Csongrád",10,10,"1",-0.0631174206733704,14
2,20,TRUE,10,8,"Csongrád",7,7,"1",-0.0870737671852112,13
2,82,FALSE,3,9,"Csongrád",9,9,"1",-0.0930628538131714,16
3,21,TRUE,8,5,"Csongrád",8,8,"1",-0.0691065073013306,13
3,68,FALSE,2,2,"Csongrád",4,4,"1",-0.0631174206733704,10
2,82,TRUE,7,8,"Csongrád",6,6,"1",-0.0571283340454102,21
3,47,FALSE,8,7,"Csongrád",7,6,"1",-0.081084680557251,14
3,27,TRUE,8,5,"Csongrád",8,5,"1",-0.0631174206733704,15
3,37,TRUE,8,7,"Csongrád",7,7,"1",-0.0691065073013306,18
3,82,FALSE,1,3,"Csongrád",3,3,"1",-0.0631174206733704,8
4,32,TRUE,10,5,"Csongrád",8,8,"1",-0.0750955939292908,18
4,35,FALSE,10,5,"Csongrád",9,8,"1",-0.506309831142426,18
4,95,FALSE,10,6,"Csongrád",2,5,"1",-0.0930628538131714,11
4,29,TRUE,1,6,"Csongrád",5,7,"1",-0.0631174206733704,11
3,70,FALSE,2,0,"Csongrád",5,5,"1",-0.0451501607894897,13
4,44,FALSE,7,5,"Csongrád",7,3,"1",-0.0571283340454102,11
4,53,FALSE,7,7,"Csongrád",8,8,"1",-0.081084680557251,14
5,44,FALSE,3,4,"Csongrád",5,7,"1",-0.0631174206733704,13
4,57,TRUE,6,6,"Csongrád",10,8,"1",-0.0451501607894897,11
3,39,FALSE,5,4,"Szabolcs-Szatmár-Bereg",8,3,"1",-0.0691065073013306,13
1,34,TRUE,5,4,"Szabolcs-Szatmár-Bereg",7,2,"1",-0.0750955939292908,13
3,46,TRUE,5,8,"Szabolcs-Szatmár-Bereg",9,6,"1",-0.0750955939292908,11
3,19,TRUE,3,5,"Szabolcs-Szatmár-Bereg",7,4,"1",-0.081084680557251,10
4,81,FALSE,1,3,"Szabolcs-Szatmár-Bereg",5,4,"1",-0.081084680557251,8
4,60,FALSE,5,5,"Szabolcs-Szatmár-Bereg",3,6,"1",-0.0750955939292908,11
3,29,TRUE,3,5,"Szabolcs-Szatmár-Bereg",3,2,"1",-0.0750955939292908,10
5,26,FALSE,6,6,"Szabolcs-Szatmár-Bereg",4,3,"1",-0.0750955939292908,8
4,54,TRUE,3,5,"Szabolcs-Szatmár-Bereg",5,6,"1",-0.0691065073013306,10
4,28,TRUE,1,7,"Fejér",6,5,"1",-0.081084680557251,11
3,61,FALSE,10,5,"Fejér",4,6,"1",-0.0631174206733704,11
3,46,FALSE,3,5,"Fejér",10,10,"1",-0.0631174206733704,13
1,69,TRUE,1,5,"Fejér",10,7,"1",-0.0451501607894897,11
3,51,FALSE,1,10,"Fejér",10,9,"1",-0.0870737671852112,15
3,48,FALSE,10,0,"Fejér",6,5,"1",-0.0691065073013306,11
2,71,FALSE,9,9,"Csongrád",8,8,"1",-0.0511392474174499,8
4,27,FALSE,6,10,"Csongrád",9,8,"1",-0.081084680557251,11
3,17,FALSE,5,8,"Csongrád",7,8,"1",-0.0631174206733704,10
2,75,FALSE,9,8,"Csongrád",7,7,"1",-0.0631174206733704,10
4,56,FALSE,3,3,"Csongrád",6,6,"1",-0.0571283340454102,16
2,36,FALSE,1,8,"Csongrád",7,7,"1",-0.0750955939292908,8
4,59,TRUE,5,9,"Csongrád",6,6,"1",-0.0750955939292908,11
3,66,TRUE,5,10,"Csongrád",8,8,"1",-0.0691065073013306,11
3,43,FALSE,8,5,"Csongrád",8,8,"1",-0.0571283340454102,13
4,62,FALSE,6,9,"Tolna",8,8,"1",-0.0990519404411316,13
3,53,FALSE,6,8,"Csongrád",9,8,"1",-0.0750955939292908,15
2,19,FALSE,4,5,"Csongrád",4,3,"1",-0.081084680557251,13
2,27,TRUE,4,5,"Csongrád",9,9,"1",-0.0750955939292908,11
4,71,FALSE,5,8,"Csongrád",7,6,"1",-0.0930628538131714,13
2,59,TRUE,7,5,"Csongrád",8,9,"1",-0.0631174206733704,18
2,69,TRUE,10,6,"Csongrád",6,5,"1",-0.0870737671852112,11
4,42,FALSE,7,7,"Csongrád",10,5,"1",-0.0750955939292908,13
3,46,TRUE,7,7,"Csongrád",8,8,"1",-0.0691065073013306,16
5,15,FALSE,9,10,"Pest",10,6,"1",-0.0930628538131714,16
4,52,TRUE,6,8,"Pest",7,6,"1",-0.081084680557251,13
4,30,TRUE,7,10,"Pest",6,5,"1",-0.0870737671852112,13
3,52,TRUE,3,5,"Pest",5,5,"1",-0.0691065073013306,11
4,77,FALSE,1,5,"Pest",8,8,"1",-0.081084680557251,11
4,37,TRUE,3,9,"Pest",5,5,"1",-0.0750955939292908,11
4,67,FALSE,2,9,"Pest",7,7,"1",-0.0870737671852112,13
3,32,TRUE,5,5,"Pest",7,7,"1",-0.081084680557251,13
4,25,FALSE,2,9,"Pest",7,5,"1",-0.0691065073013306,13
4,40,TRUE,7,5,"Pest",6,6,"1",-0.0631174206733704,15
3,24,TRUE,8,2,"Pest",2,8,"1",-0.081084680557251,13
4,63,TRUE,3,2,"Pest",6,5,"1",-0.0691065073013306,10
4,32,FALSE,3,5,"Pest",8,8,"1",-0.0691065073013306,16
3,79,TRUE,1,9,"Pest",5,7,"1",-0.0691065073013306,11
3,53,FALSE,4,4,"Baranya",5,3,"1",-0.081084680557251,13
4,78,FALSE,2,3,"Borsod-Abaúj-Zemplén",3,4,"1",-0.081084680557251,10
3,38,FALSE,5,5,"Borsod-Abaúj-Zemplén",8,9,"1",-0.0750955939292908,16
4,70,FALSE,1,0,"Borsod-Abaúj-Zemplén",8,5,"1",-0.0451501607894897,10
3,63,FALSE,10,0,"Borsod-Abaúj-Zemplén",5,5,"1",-0.0451501607894897,13
4,82,FALSE,1,5,"Jász-Nagykun-Szolnok",5,6,"1",-0.0750955939292908,10
3,28,TRUE,3,8,"Jász-Nagykun-Szolnok",5,7,"1",-0.0930628538131714,13
4,46,FALSE,1,5,"Jász-Nagykun-Szolnok",4,6,"1",-0.0750955939292908,11
3,39,FALSE,3,5,"Jász-Nagykun-Szolnok",9,5,"1",-0.0750955939292908,11
3,61,FALSE,2,4,"Jász-Nagykun-Szolnok",6,5,"1",-0.0750955939292908,11
4,71,FALSE,1,3,"Jász-Nagykun-Szolnok",4,3,"1",-0.0631174206733704,11
3,70,TRUE,3,6,"Jász-Nagykun-Szolnok",3,6,"1",-0.0691065073013306,10
3,66,TRUE,3,3,"Jász-Nagykun-Szolnok",5,5,"1",-0.0631174206733704,11
4,78,TRUE,2,6,"Jász-Nagykun-Szolnok",3,6,"1",-0.081084680557251,11
3,16,FALSE,3,6,"Jász-Nagykun-Szolnok",5,4,"1",-0.0750955939292908,10
2,30,FALSE,4,7,"Jász-Nagykun-Szolnok",8,6,"1",-0.0990519404411316,16
3,23,FALSE,4,6,"Jász-Nagykun-Szolnok",8,8,"1",-0.0930628538131714,16
2,41,TRUE,4,7,"Jász-Nagykun-Szolnok",5,8,"1",-0.0870737671852112,13
2,61,TRUE,10,6,"Jász-Nagykun-Szolnok",8,7,"1",-0.0930628538131714,15
3,82,FALSE,1,7,"Jász-Nagykun-Szolnok",5,7,"1",-0.0750955939292908,10
4,57,TRUE,1,4,"Jász-Nagykun-Szolnok",6,8,"1",-0.0691065073013306,11
3,23,TRUE,3,7,"Jász-Nagykun-Szolnok",7,7,"1",-0.0750955939292908,14
3,77,FALSE,1,6,"Jász-Nagykun-Szolnok",7,7,"1",-0.081084680557251,10
4,78,FALSE,1,6,"Vas",6,6,"1",-0.081084680557251,10
3,25,FALSE,4,7,"Vas",6,7,"1",-0.081084680557251,13
3,91,FALSE,2,7,"Vas",6,6,"1",-0.0691065073013306,10
4,48,FALSE,7,7,"Vas",7,7,"1",-0.0750955939292908,13
4,68,FALSE,1,7,"Vas",6,6,"1",-0.0750955939292908,10
3,40,TRUE,5,5,"Vas",10,5,"1",-0.0750955939292908,10
2,37,TRUE,4,6,"Vas",5,6,"1",-0.0631174206733704,10
4,48,TRUE,5,6,"Vas",8,6,"1",-0.081084680557251,11
4,61,TRUE,4,6,"Vas",6,6,"1",-0.0750955939292908,10
3,25,TRUE,8,5,"Vas",6,3,"1",-0.081084680557251,16
4,57,FALSE,3,7,"Vas",7,6,"1",-0.081084680557251,11
4,80,FALSE,5,6,"Vas",6,6,"1",-0.0631174206733704,10
3,68,TRUE,4,2,"Vas",4,5,"1",-0.0631174206733704,10
3,51,FALSE,6,6,"Vas",6,7,"1",-0.506309831142426,11
3,38,FALSE,10,10,"Pest",9,8,"1",-0.0870737671852112,16
3,58,TRUE,7,10,"Pest",9,9,"1",-0.0930628538131714,11
2,24,TRUE,9,8,"Pest",7,10,"1",-0.506309831142426,18
3,19,FALSE,6,5,"Pest",5,5,"1",-0.572189784049988,10
3,61,FALSE,2,10,"Pest",7,6,"1",-0.0870737671852112,13
3,27,TRUE,6,7,"Veszprém",8,8,"1",-0.0930628538131714,16
3,50,TRUE,4,10,"Komárom-Esztergom",8,9,"1",-0.0691065073013306,11
3,39,FALSE,9,5,"Komárom-Esztergom",9,10,"1",-0.0750955939292908,16
3,74,FALSE,1,10,"Komárom-Esztergom",10,10,"1",-0.0930628538131714,11
2,45,FALSE,8,9,"Komárom-Esztergom",8,8,"1",-0.0930628538131714,11
3,24,FALSE,8,7,"Komárom-Esztergom",9,10,"1",-0.0750955939292908,13
4,54,FALSE,5,5,"Komárom-Esztergom",4,2,"1",-0.0870737671852112,13
3,67,FALSE,3,5,"Komárom-Esztergom",2,2,"1",-0.0750955939292908,13
3,79,FALSE,2,1,"Komárom-Esztergom",4,3,"1",-0.0571283340454102,11
3,17,FALSE,5,5,"Komárom-Esztergom",6,6,"1",-0.0750955939292908,11
3,40,TRUE,5,6,"Komárom-Esztergom",6,8,"1",-0.0870737671852112,11
4,63,FALSE,3,2,"Komárom-Esztergom",5,4,"1",-0.0571283340454102,11
3,49,FALSE,2,5,"Szabolcs-Szatmár-Bereg",7,8,"1",-0.0990519404411316,8
4,41,FALSE,2,5,"Szabolcs-Szatmár-Bereg",5,5,"1",-0.0750955939292908,10
3,35,FALSE,1,5,"Szabolcs-Szatmár-Bereg",9,7,"1",-0.572189784049988,11
3,61,TRUE,5,5,"Szabolcs-Szatmár-Bereg",8,7,"1",-0.0631174206733704,11
3,58,FALSE,6,5,"Szabolcs-Szatmár-Bereg",4,5,"1",-0.0870737671852112,13
4,22,TRUE,3,5,"Jász-Nagykun-Szolnok",5,5,"1",-0.081084680557251,14
4,73,TRUE,4,1,"Jász-Nagykun-Szolnok",7,2,"1",-0.0691065073013306,13
3,44,TRUE,4,5,"Jász-Nagykun-Szolnok",5,3,"1",-0.081084680557251,13
3,28,FALSE,5,5,"Jász-Nagykun-Szolnok",3,5,"1",-0.0451501607894897,11
4,69,FALSE,1,5,"Bács-Kiskun",4,5,"1",-0.0750955939292908,10
3,43,FALSE,3,7,"Bács-Kiskun",4,6,"1",-0.0870737671852112,13
4,23,TRUE,4,8,"Bács-Kiskun",6,8,"1",-0.0930628538131714,14
2,53,FALSE,4,4,"Borsod-Abaúj-Zemplén",9,9,"1",-0.0691065073013306,13
3,77,FALSE,4,1,"Borsod-Abaúj-Zemplén",6,7,"1",-0.0511392474174499,16
3,59,FALSE,3,5,"Tolna",6,6,"1",-0.0451501607894897,11
4,33,TRUE,6,5,"Szabolcs-Szatmár-Bereg",10,1,"1",-0.0750955939292908,10
4,15,TRUE,6,10,"Szabolcs-Szatmár-Bereg",10,1,"1",-0.0750955939292908,10
3,73,FALSE,4,3,"Szabolcs-Szatmár-Bereg",8,7,"1",-0.0511392474174499,10
3,77,TRUE,5,5,"Szabolcs-Szatmár-Bereg",6,6,"1",-0.0691065073013306,13
4,57,FALSE,10,5,"Szabolcs-Szatmár-Bereg",5,8,"1",-0.0511392474174499,14
3,49,FALSE,2,5,"Szabolcs-Szatmár-Bereg",9,5,"1",-0.0750955939292908,10
4,23,TRUE,9,5,"Szabolcs-Szatmár-Bereg",8,8,"1",-0.0750955939292908,13
3,45,FALSE,5,5,"Pest",8,6,"1",-0.0631174206733704,13
3,58,TRUE,3,2,"Pest",3,4,"1",-0.0511392474174499,14
3,37,TRUE,8,1,"Pest",7,5,"1",-0.0691065073013306,11
4,77,FALSE,3,3,"Pest",2,8,"1",-0.081084680557251,10
3,57,FALSE,1,5,"Jász-Nagykun-Szolnok",5,6,"1",-0.0870737671852112,10
3,24,TRUE,2,5,"Jász-Nagykun-Szolnok",7,5,"1",-0.081084680557251,10
3,73,FALSE,3,7,"Jász-Nagykun-Szolnok",5,6,"1",-0.0750955939292908,11
3,84,TRUE,1,7,"Jász-Nagykun-Szolnok",4,8,"1",-0.0930628538131714,10
4,46,TRUE,8,10,"Szabolcs-Szatmár-Bereg",5,8,"1",-0.0691065073013306,16
3,24,TRUE,9,5,"Szabolcs-Szatmár-Bereg",7,2,"1",-0.0511392474174499,14
3,37,FALSE,7,7,"Pest",7,7,"1",-0.081084680557251,11
4,72,TRUE,3,5,"Pest",4,3,"1",-0.0870737671852112,10
5,67,FALSE,2,6,"Pest",7,8,"1",-0.0930628538131714,13
2,51,FALSE,8,10,"Hajdú-Bihar",9,9,"1",-0.0930628538131714,14
2,60,TRUE,1,10,"Hajdú-Bihar",7,7,"1",-0.0990519404411316,11
3,46,TRUE,1,9,"Hajdú-Bihar",6,3,"1",-0.081084680557251,10
4,68,TRUE,5,9,"Hajdú-Bihar",8,8,"1",-0.0930628538131714,13
3,53,TRUE,6,10,"Hajdú-Bihar",8,9,"1",-0.0990519404411316,11
3,65,FALSE,2,2,"Hajdú-Bihar",8,7,"1",-0.0691065073013306,11
3,35,TRUE,5,3,"Veszprém",3,3,"1",-0.0750955939292908,11
3,19,TRUE,9,5,"Veszprém",9,8,"1",-0.0750955939292908,11
3,70,FALSE,8,4,"Veszprém",7,6,"1",-0.0571283340454102,15
3,45,TRUE,6,5,"Veszprém",10,8,"1",-0.081084680557251,14
3,48,FALSE,4,7,"Pest",6,5,"1",-0.0750955939292908,11
4,33,FALSE,9,5,"Fejér",8,6,"1",-0.0511392474174499,18
3,72,TRUE,1,0,"Fejér",3,3,"1",-0.0571283340454102,11
4,57,TRUE,4,6,"Fejér",7,5,"1",-0.0571283340454102,13
3,83,TRUE,1,5,"Fejér",4,6,"1",-0.0511392474174499,11
4,51,FALSE,1,5,"Fejér",5,4,"1",-0.0631174206733704,10
4,44,FALSE,10,4,"Fejér",7,6,"1",-0.506309831142426,16
3,64,TRUE,2,5,"Fejér",7,6,"1",-0.0571283340454102,11
3,42,TRUE,7,6,"Pest",7,7,"1",-0.0870737671852112,13
2,37,FALSE,6,3,"Pest",6,6,"1",-0.0750955939292908,13
2,59,FALSE,7,8,"Veszprém",8,8,"1",-0.0930628538131714,10
3,74,TRUE,5,10,"Veszprém",7,7,"1",-0.0451501607894897,11
2,45,FALSE,6,5,"Veszprém",5,2,"1",-0.0631174206733704,13
3,40,FALSE,5,3,"Heves",8,3,"1",-0.0631174206733704,11
4,53,FALSE,9,0,"Heves",10,10,"1",-0.081084680557251,16
2,66,FALSE,1,6,"Heves",5,3,"1",-0.0870737671852112,10
2,59,TRUE,8,5,"Szabolcs-Szatmár-Bereg",8,9,"1",-0.506309831142426,14
3,18,TRUE,4,9,"Szabolcs-Szatmár-Bereg",8,8,"1",-0.0631174206733704,10
2,68,FALSE,3,8,"Szabolcs-Szatmár-Bereg",7,7,"1",-0.0870737671852112,14
3,27,TRUE,9,6,"Szabolcs-Szatmár-Bereg",10,9,"1",-0.0451501607894897,18
1,77,FALSE,1,8,"Szabolcs-Szatmár-Bereg",7,6,"1",-0.0870737671852112,11
3,65,TRUE,4,7,"Szabolcs-Szatmár-Bereg",10,8,"1",-0.105041027069092,10
4,46,TRUE,5,5,"Szabolcs-Szatmár-Bereg",3,1,"1",-0.0750955939292908,11
2,19,FALSE,6,0,"Zala",8,8,"1",-0.081084680557251,13
2,30,FALSE,2,0,"Zala",3,2,"1",-0.0571283340454102,10
2,44,TRUE,6,5,"Zala",7,6,"1",-0.0750955939292908,14
3,77,TRUE,6,0,"Zala",8,8,"1",-0.0511392474174499,11
3,83,FALSE,1,7,"Zala",9,8,"1",-0.0930628538131714,10
2,72,FALSE,3,7,"Zala",8,7,"1",-0.0870737671852112,13
3,64,TRUE,4,3,"Zala",7,7,"1",-0.0571283340454102,11
3,57,TRUE,10,9,"Zala",7,7,"1",-0.0750955939292908,11
3,68,FALSE,3,3,"Zala",7,7,"1",-0.0750955939292908,14
3,40,FALSE,10,5,"Zala",7,8,"1",-0.0691065073013306,16
3,44,TRUE,10,10,"Zala",8,8,"1",-0.0870737671852112,16
3,56,FALSE,3,5,"Baranya",5,5,"1",-0.0631174206733704,11
3,48,FALSE,9,10,"Baranya",6,6,"1",-0.0631174206733704,10
3,67,TRUE,4,7,"Baranya",9,7,"1",-0.081084680557251,11
2,62,FALSE,8,10,"Baranya",8,10,"1",-0.0691065073013306,13
2,56,TRUE,9,10,"Baranya",3,3,"1",-0.0571283340454102,11
1,66,FALSE,2,3,"Baranya",6,5,"1",-0.0691065073013306,8
3,30,FALSE,7,5,"Pest",8,10,"1",-0.0750955939292908,16
4,72,FALSE,4,2,"Pest",4,3,"1",-0.0451501607894897,11
2,57,FALSE,2,6,"Pest",5,6,"1",-0.0870737671852112,11
3,40,TRUE,4,7,"Pest",8,8,"1",-0.081084680557251,13
4,64,FALSE,5,7,"Pest",5,8,"1",-0.0930628538131714,11
5,63,FALSE,9,0,"Győr-Moson-Sopron",9,7,"1",-0.0631174206733704,11
4,18,FALSE,5,5,"Veszprém",6,6,"1",-0.0631174206733704,11
2,20,TRUE,10,5,"Veszprém",8,7,"1",-0.0451501607894897,16
3,50,FALSE,4,8,"Pest",7,7,"1",-0.0870737671852112,13
3,27,FALSE,3,5,"Borsod-Abaúj-Zemplén",8,8,"1",-0.0511392474174499,10
4,83,TRUE,3,0,"Borsod-Abaúj-Zemplén",4,6,"1",-0.0511392474174499,11
3,34,FALSE,2,8,"Borsod-Abaúj-Zemplén",10,7,"1",-0.0750955939292908,8
3,37,TRUE,2,8,"Veszprém",7,4,"1",-0.0451501607894897,11
3,34,FALSE,3,5,"Veszprém",6,6,"1",-0.0451501607894897,13
4,30,TRUE,4,5,"Veszprém",5,7,"1",-0.0511392474174499,13
3,63,FALSE,1,3,"Hajdú-Bihar",3,5,"1",-0.0631174206733704,13
2,57,FALSE,5,5,"Bács-Kiskun",8,8,"1",-0.0691065073013306,16
4,30,FALSE,6,4,"Somogy",6,3,"1",-0.0451501607894897,13
4,29,TRUE,7,5,"Somogy",7,3,"1",-0.0451501607894897,18
4,70,TRUE,8,5,"Zala",9,8,"1",-0.506309831142426,11
1,65,FALSE,2,4,"Békés",8,7,"1",-0.0631174206733704,13
2,91,FALSE,2,3,"Békés",5,7,"1",-0.0631174206733704,13
3,83,FALSE,1,3,"Jász-Nagykun-Szolnok",2,3,"1",-0.0691065073013306,10
2,26,TRUE,6,6,"Jász-Nagykun-Szolnok",5,6,"1",-0.081084680557251,13
4,48,FALSE,7,8,"Fejér",7,8,"1",-0.0870737671852112,16
4,54,FALSE,1,8,"Baranya",6,5,"1",-0.0870737671852112,10
4,72,TRUE,8,5,"Pest",7,7,"1",-0.0691065073013306,18
3,64,TRUE,3,5,"Pest",6,6,"1",-0.081084680557251,18
5,45,FALSE,3,10,"Pest",7,6,"1",-0.0691065073013306,14
3,45,FALSE,2,8,"Nógrád",5,6,"1",-0.0691065073013306,11
3,52,FALSE,9,7,"Pest",6,6,"1",-0.0870737671852112,11
4,27,FALSE,3,5,"Jász-Nagykun-Szolnok",7,7,"1",-0.081084680557251,11
4,42,FALSE,3,8,"Jász-Nagykun-Szolnok",7,4,"1",-0.0870737671852112,11
3,64,TRUE,4,5,"Jász-Nagykun-Szolnok",5,7,"1",-0.0870737671852112,11
3,53,TRUE,4,5,"Bács-Kiskun",5,5,"1",-0.081084680557251,13
5,72,FALSE,1,6,"Hajdú-Bihar",5,2,"1",-0.0451501607894897,8
3,78,FALSE,1,6,"Hajdú-Bihar",7,7,"1",-0.0691065073013306,10
3,82,TRUE,3,8,"Csongrád",4,3,"1",-0.0631174206733704,10
2,58,TRUE,5,10,"Pest",5,7,"1",-0.0870737671852112,11
4,82,FALSE,3,5,"Pest",7,9,"1",-0.0451501607894897,13
3,32,FALSE,4,6,"Pest",8,7,"1",-0.0870737671852112,13
1,63,TRUE,6,6,"Heves",7,7,"1",-0.0750955939292908,11
1,56,FALSE,3,5,"Heves",5,4,"1",-0.0511392474174499,11
3,67,FALSE,1,5,"Borsod-Abaúj-Zemplén",5,5,"1",-0.0750955939292908,13
3,42,TRUE,8,7,"Pest",7,7,"1",-0.0870737671852112,16
3,56,FALSE,9,5,"Bács-Kiskun",7,8,"1",-0.0631174206733704,13
3,32,TRUE,5,7,"Bács-Kiskun",5,7,"1",-0.0691065073013306,11
3,47,TRUE,4,5,"Komárom-Esztergom",3,5,"1",-0.0571283340454102,11
3,77,FALSE,2,5,"Csongrád",5,5,"1",-0.0691065073013306,8
3,55,FALSE,8,8,"Csongrád",10,9,"1",-0.0930628538131714,16
3,22,FALSE,4,5,"Heves",7,7,"1",-0.0750955939292908,13
